# table produced by DamageProfiler
# using mapped file PaA018.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA018.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.022150624244865084
2	0.01332001332001332
3	0.01475177304964539
4	0.011190817790530846
5	0.010114816839803172
6	0.010549093859886394
7	0.008930916732335172
8	0.007060669456066946
9	0.005074854097944684
10	0.0080040020010005
11	0.005580923389142567
12	0.008796895213454075
13	0.008148714031066972
14	0.011658031088082901
15	0.007686395080707148
16	0.006599788806758183
17	0.009426751592356689
18	0.00714103545014027
19	0.007806597834298665
20	0.007896077432501274
21	0.007790184367696702
22	0.0071015255128879535
23	0.0071246819338422395
24	0.006287726358148894
25	0.009818731117824773
