# table produced by DamageProfiler
# using mapped file PaA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03773584905660377
2	0.05128205128205128
3	0.011299435028248588
4	0.037267080745341616
5	0.05732484076433121
6	0.006622516556291391
7	0.03529411764705882
8	0.034482758620689655
9	0.023391812865497075
10	0.029585798816568046
11	0.033707865168539325
12	0.049079754601226995
13	0.039735099337748346
14	0.0189873417721519
15	0.02976190476190476
16	0.039473684210526314
17	0.03821656050955414
18	0.05625
19	0.049689440993788817
20	0.041916167664670656
21	0.03954802259887006
22	0.046511627906976744
23	0.032432432432432434
24	0.01694915254237288
25	0.03773584905660377
