# table produced by DamageProfiler
# using mapped file PaA015.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA015.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.024489795918367346
2	0.02091633466135458
3	0.014263074484944533
4	0.010551948051948052
5	0.008239700374531835
6	0.0038109756097560975
7	0.009433962264150943
8	0.011730205278592375
9	0.0034602076124567475
10	0.003663003663003663
11	0.003538570417551309
12	0.007779349363507779
13	0.00684931506849315
14	0.008915304606240713
15	0.007168458781362007
16	0.008281573498964804
17	0.006746626686656672
18	0.00628053035589672
19	0.011194029850746268
20	0.00425531914893617
21	0.0028188865398167725
22	0.008940852819807428
23	0.004431314623338257
24	0.005669737774627924
25	0.004216444132115249
