# table produced by DamageProfiler
# using mapped file PaA022.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA022.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03614457831325301
2	0.010512483574244415
3	0.014317180616740088
4	0.007760532150776054
5	0.010067114093959731
6	0.019417475728155338
7	0.00631578947368421
8	0.0030241935483870967
9	0.008394543546694649
10	0.0064034151547491995
11	0.008324661810613945
12	0.006376195536663124
13	0.004305705059203444
14	0.0041753653444676405
15	0.007157464212678937
16	0.00597609561752988
17	0.006122448979591836
18	0.006185567010309278
19	0.007470651013874066
20	0.007345225603357817
21	0.010341261633919338
22	0.008113590263691683
23	0.010597302504816955
24	0.009109311740890687
25	0.004081632653061225
