# table produced by DamageProfiler
# using mapped file PaA011.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA011.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014705882352941176
2	0.05263157894736842
3	0.028169014084507043
4	0.0
5	0.013513513513513514
6	0.011764705882352941
7	0.02702702702702703
8	0.05970149253731343
9	0.028169014084507043
10	0.017241379310344827
11	0.013157894736842105
12	0.014705882352941176
13	0.014925373134328358
14	0.024096385542168676
15	0.012987012987012988
16	0.0547945205479452
17	0.05
18	0.013513513513513514
19	0.029850746268656716
20	0.02631578947368421
21	0.024390243902439025
22	0.0410958904109589
23	0.05128205128205128
24	0.028169014084507043
25	0.0
