# table produced by DamageProfiler
# using mapped file PaA019.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA019.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.028089887640449437
2	0.008714596949891068
3	0.01764705882352941
4	0.017928286852589643
5	0.01282051282051282
6	0.012280701754385965
7	0.009208103130755065
8	0.007207207207207207
9	0.008210180623973728
10	0.008488964346349746
11	0.001639344262295082
12	0.010802469135802469
13	0.012433392539964476
14	0.0053475935828877
15	0.01867572156196944
16	0.008223684210526315
17	0.015025041736227046
18	0.005434782608695652
19	0.005366726296958855
20	0.009615384615384616
21	0.01206896551724138
22	0.0068143100511073255
23	0.007532956685499058
24	0.006633499170812604
25	0.009009009009009009
