# table produced by DamageProfiler
# using mapped file PaA016.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA016.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.06511627906976744
2	0.03237410071942446
3	0.020527859237536656
4	0.022535211267605635
5	0.005649717514124294
6	0.013192612137203167
7	0.018072289156626505
8	0.010498687664041995
9	0.007978723404255319
10	0.029154518950437316
11	0.008379888268156424
12	0.017804154302670624
13	0.007772020725388601
14	0.012594458438287154
15	0.016260162601626018
16	0.01871657754010695
17	0.0136986301369863
18	0.01662049861495845
19	0.0215633423180593
20	0.02459016393442623
21	0.010416666666666666
22	0.01749271137026239
23	0.02425876010781671
24	0.015113350125944584
25	0.020050125313283207
