# table produced by DamageProfiler
# using mapped file PaA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014925373134328358
2	0.04
3	0.06172839506172839
4	0.06493506493506493
5	0.013157894736842105
6	0.027777777777777776
7	0.014492753623188406
8	0.0136986301369863
9	0.014705882352941176
10	0.02857142857142857
11	0.05
12	0.056818181818181816
13	0.015384615384615385
14	0.0273972602739726
15	0.0
16	0.016666666666666666
17	0.014925373134328358
18	0.06172839506172839
19	0.0
20	0.04054054054054054
21	0.014084507042253521
22	0.0410958904109589
23	0.024096385542168676
24	0.025974025974025976
25	0.02631578947368421
