# table produced by DamageProfiler
# using mapped file PaA007.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA007.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.017241379310344827
2	0.016129032258064516
3	0.013888888888888888
4	0.05084745762711865
5	0.030303030303030304
6	0.012048192771084338
7	0.04054054054054054
8	0.01639344262295082
9	0.014285714285714285
10	0.030303030303030304
11	0.017543859649122806
12	0.025974025974025976
13	0.016666666666666666
14	0.06172839506172839
15	0.012987012987012988
16	0.05333333333333334
17	0.037037037037037035
18	0.016129032258064516
19	0.0
20	0.03125
21	0.027777777777777776
22	0.014084507042253521
23	0.03225806451612903
24	0.0375
25	0.03225806451612903
