# table produced by DamageProfiler
# using mapped file PaA024.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA024.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.09448818897637795
2	0.027586206896551724
3	0.02976190476190476
4	0.024242424242424242
5	0.013071895424836602
6	0.0410958904109589
7	0.05521472392638037
8	0.062146892655367235
9	0.021052631578947368
10	0.05056179775280899
11	0.040229885057471264
12	0.024096385542168676
13	0.012658227848101266
14	0.011695906432748537
15	0.012422360248447204
16	0.030864197530864196
17	0.02631578947368421
18	0.022988505747126436
19	0.02247191011235955
20	0.05
21	0.02824858757062147
22	0.024390243902439025
23	0.020134228187919462
24	0.018404907975460124
25	0.03389830508474576
