# table produced by DamageProfiler
# using mapped file PaA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.04716981132075472
2	0.03787878787878788
3	0.019736842105263157
4	0.027586206896551724
5	0.022727272727272728
6	0.011627906976744186
7	0.033707865168539325
8	0.04375
9	0.016853932584269662
10	0.040697674418604654
11	0.0058823529411764705
12	0.01875
13	0.010471204188481676
14	0.02976190476190476
15	0.024844720496894408
16	0.016483516483516484
17	0.0213903743315508
18	0.0335195530726257
19	0.027932960893854747
20	0.032467532467532464
21	0.029069767441860465
22	0.027624309392265192
23	0.0223463687150838
24	0.03125
25	0.01675977653631285
