# table produced by DamageProfiler
# using mapped file PaA005.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA005.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.08333333333333333
2	0.027777777777777776
3	0.029411764705882353
4	0.02857142857142857
5	0.0
6	0.05263157894736842
7	0.07692307692307693
8	0.05128205128205128
9	0.0
10	0.05128205128205128
11	0.1
12	0.025
13	0.02702702702702703
14	0.075
15	0.0
16	0.0
17	0.022727272727272728
18	0.0
19	0.05128205128205128
20	0.025
21	0.023255813953488372
22	0.046511627906976744
23	0.05
24	0.06976744186046512
25	0.0
